ticket_id,customer_id,created_at,closed_at,category,priority,status,channel,subject,details,resolution_summary,satisfaction_score
5136,1039,2025-09-06 11:30:19,2025-09-08 18:28:19,Billing,Urgent,Closed,Email,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5137,1088,2025-10-06 06:17:04,2025-10-08 19:23:04,Billing,Medium,Closed,Web,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Removed duplicate charge and sent corrected invoice.,4
5138,1030,2026-01-12 19:02:05,2026-01-13 18:01:05,Refund,Urgent,Closed,Chat,Refund timeline,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund timeline),Verified refund status and shared transaction reference; confirmed processing timeline.,4
5139,1085,2025-02-23 14:06:02,,Technical,Medium,Open,Chat,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),,0
5140,1111,2025-01-27 18:23:38,2025-01-30 01:47:38,Billing,Low,Closed,Chat,Tax/fee clarification,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Tax/fee clarification),Resolved payment issue and confirmed successful renewal.,5
5141,1017,2025-01-19 17:11:02,2025-01-20 19:40:02,Technical,Low,Closed,Web,2FA problem,Customer cannot reset password and receives repeated error messages. (Subject: 2FA problem),Reset credentials and verified successful login.,4
5142,1100,2024-11-24 05:26:24,2024-11-26 17:05:24,Technical,Low,Closed,Phone,2FA problem,Customer cannot reset password and receives repeated error messages. (Subject: 2FA problem),Reset credentials and verified successful login.,3
5143,1035,2025-04-21 16:41:45,2025-04-23 17:25:45,Returns,Low,Closed,Web,Return window question,Customer asks about return window and whether an exception is possible. (Subject: Return window question),Processed exchange request and issued updated shipping label.,3
5144,1099,2026-01-03 02:36:33,2026-01-04 02:11:33,Billing,Low,Closed,Phone,Subscription renewal issue,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Subscription renewal issue),Removed duplicate charge and sent corrected invoice.,4
5145,1116,2024-09-03 22:38:53,2024-09-05 00:30:53,Technical,Medium,Closed,Web,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),Reset credentials and verified successful login.,4
5146,1114,2025-11-09 15:46:44,2025-11-10 21:04:44,Billing,Low,Closed,Chat,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Resolved payment issue and confirmed successful renewal.,3
5147,1118,2025-10-28 11:38:19,2025-10-29 02:55:19,Technical,High,Closed,Phone,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,5
5148,1113,2024-11-15 01:10:50,2024-11-16 09:29:50,Technical,High,Closed,Email,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),"Collected logs, filed bug, and provided workaround; customer confirmed working.",4
5149,1023,2025-02-27 12:59:40,2025-03-01 10:54:40,Billing,High,Closed,Web,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),Explained fees and provided invoice breakdown.,3
5150,1053,2025-11-13 06:57:21,2025-11-14 19:35:21,Shipping,Medium,Closed,Phone,Package delayed,Customer reports a missing delivery and requests next steps. (Subject: Package delayed),Initiated investigation for missing delivery and arranged replacement.,4
5151,1069,2026-02-06 03:03:25,,Support,Low,Open,Web,General inquiry,Customer asks for steps to complete a common action inside the product. (Subject: General inquiry),,0
5152,1071,2024-12-08 13:32:12,2024-12-10 08:25:12,Shipping,Low,Closed,Web,Tracking not updating,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Tracking not updating),Contacted carrier and shared updated tracking; offered compensation where applicable.,5
5153,1069,2025-08-13 13:44:11,2025-08-14 02:09:11,Technical,Medium,Closed,Phone,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),"Collected logs, filed bug, and provided workaround; customer confirmed working.",4
5154,1125,2024-11-07 20:17:10,2024-11-10 07:57:10,Returns,Medium,Closed,Phone,Return label request,Customer needs a return label and instructions for packaging. (Subject: Return label request),Processed exchange request and issued updated shipping label.,4
5155,1110,2025-03-24 01:53:22,2025-03-25 15:14:22,Shipping,Medium,Closed,Chat,Address correction,Customer reports a missing delivery and requests next steps. (Subject: Address correction),Initiated investigation for missing delivery and arranged replacement.,5
5156,1013,2024-09-09 03:30:23,2024-09-10 00:58:23,Refund,Medium,Closed,Web,Chargeback question,Customer reports the refund ETA has passed and wants an update. (Subject: Chargeback question),Provided ETA and confirmation email once refund was approved.,5
5157,1078,2024-11-07 23:59:00,2024-11-09 09:04:00,Refund,Medium,Closed,Chat,Refund timeline,Customer reports the refund ETA has passed and wants an update. (Subject: Refund timeline),Explained refund policy and initiated refund after verification.,5
5158,1060,2024-11-09 10:21:08,2024-11-12 00:25:08,Billing,Low,Closed,Chat,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Explained fees and provided invoice breakdown.,4
5159,1003,2025-07-21 12:30:08,2025-07-24 02:34:08,Account,Low,Closed,Email,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Canceled subscription and sent confirmation.,3
5160,1095,2025-06-20 18:26:14,2025-06-21 13:07:14,Shipping,Urgent,Closed,Chat,Tracking not updating,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Tracking not updating),Corrected address and re-routed shipment; confirmation sent.,5
5161,1043,2025-12-28 08:15:37,2025-12-30 13:54:37,Billing,High,Closed,Chat,Invoice mismatch,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Invoice mismatch),Removed duplicate charge and sent corrected invoice.,3
5162,1032,2025-05-27 13:05:57,,Technical,Medium,Pending,Chat,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),,0
5163,1071,2025-10-31 08:03:39,2025-11-01 21:52:39,Technical,Urgent,Closed,Email,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),"Collected logs, filed bug, and provided workaround; customer confirmed working.",4
5164,1131,2025-04-14 01:18:11,2025-04-15 08:49:11,Returns,Medium,Closed,Chat,Wrong item received,Customer asks about return window and whether an exception is possible. (Subject: Wrong item received),Processed exchange request and issued updated shipping label.,5
5165,1136,2025-06-03 23:21:30,,Shipping,Low,Pending,Web,Package delayed,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Package delayed),,0
5166,1140,2024-10-23 04:39:59,2024-10-23 13:39:59,Account,Medium,Closed,Email,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),Verified identity and updated account details.,4
5167,1129,2025-07-05 22:59:40,2025-07-08 20:33:40,Account,Medium,Closed,Phone,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),Verified identity and updated account details.,3
5168,1053,2025-10-18 03:02:15,2025-10-18 12:21:15,Support,High,Closed,Chat,Product usage question,Customer asks for steps to complete a common action inside the product. (Subject: Product usage question),Guided customer through steps and confirmed success.,3
5169,1112,2025-12-13 09:27:31,2025-12-14 08:34:31,Refund,Low,Closed,Chat,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Verified refund status and shared transaction reference; confirmed processing timeline.,3
5170,1089,2025-01-04 04:24:54,2025-01-05 16:10:54,Technical,High,Closed,Email,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),"Collected logs, filed bug, and provided workaround; customer confirmed working.",4
5171,1017,2025-12-27 22:03:35,2025-12-30 09:35:35,Returns,Medium,Closed,Web,Return pickup scheduling,Customer received the wrong item and requests an exchange/return. (Subject: Return pickup scheduling),Generated return label and explained return steps and timelines.,4
5172,1066,2026-02-02 02:30:56,2026-02-03 09:17:56,Account,Medium,Closed,Email,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Canceled subscription and sent confirmation.,2
5173,1094,2025-01-13 12:04:24,,Billing,High,Pending,Web,Invoice mismatch,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Invoice mismatch),,0
5174,1083,2025-03-26 04:36:53,,Returns,Medium,Open,Email,Exchange request,Customer received the wrong item and requests an exchange/return. (Subject: Exchange request),,0
5175,1014,2024-10-02 04:10:15,,Returns,Low,Pending,Web,Return pickup scheduling,Customer asks about return window and whether an exception is possible. (Subject: Return pickup scheduling),,0
5176,1080,2025-08-17 06:21:57,2025-08-18 08:39:57,Returns,Medium,Closed,Phone,Return pickup scheduling,Customer received the wrong item and requests an exchange/return. (Subject: Return pickup scheduling),Processed exchange request and issued updated shipping label.,4
5177,1095,2025-01-26 06:56:16,2025-01-29 05:44:16,Technical,High,Closed,Chat,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),"Collected logs, filed bug, and provided workaround; customer confirmed working.",2
5178,1139,2025-05-14 17:10:35,2025-05-16 19:04:35,Billing,High,Closed,Phone,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5179,1061,2024-12-16 02:02:02,2024-12-16 14:04:02,Billing,Urgent,Closed,Web,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Resolved payment issue and confirmed successful renewal.,4
5180,1022,2024-12-09 04:52:42,2024-12-11 07:56:42,Technical,Medium,Closed,Email,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),Reset credentials and verified successful login.,5
5181,1061,2025-06-28 17:10:07,2025-06-30 11:30:07,Returns,Medium,Closed,Chat,Exchange request,Customer needs a return label and instructions for packaging. (Subject: Exchange request),Generated return label and explained return steps and timelines.,3
5182,1150,2025-01-02 04:10:18,2025-01-03 21:36:18,Refund,Low,Closed,Phone,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),Explained refund policy and initiated refund after verification.,4
5183,1068,2024-12-27 22:09:48,,Shipping,Medium,Open,Email,Package delayed,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Package delayed),,0
5184,1084,2025-05-30 19:31:32,2025-05-31 03:14:32,Refund,Medium,Closed,Chat,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Explained refund policy and initiated refund after verification.,5
5185,1143,2024-11-09 01:48:25,2024-11-09 19:55:25,Account,Low,Closed,Chat,Update email request,Customer requests cancellation and confirmation of subscription status. (Subject: Update email request),Canceled subscription and sent confirmation.,5
5186,1096,2025-11-22 19:18:08,2025-11-23 05:19:08,Account,Urgent,Closed,Chat,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Verified identity and updated account details.,5
5187,1024,2024-11-30 16:04:52,2024-12-03 04:07:52,Shipping,Low,Closed,Web,Missing delivery,Customer reports a missing delivery and requests next steps. (Subject: Missing delivery),Initiated investigation for missing delivery and arranged replacement.,4
5188,1098,2025-05-29 09:58:49,2025-05-30 10:15:49,Account,Medium,Closed,Chat,Update email request,Customer requests cancellation and confirmation of subscription status. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,5
5189,1063,2025-07-13 12:05:28,,Technical,Medium,Pending,Email,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),,0
5190,1099,2026-01-08 15:54:40,,Refund,Medium,Pending,Email,Refund eligibility,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund eligibility),,0
5191,1092,2025-05-21 17:15:38,,Billing,Medium,Pending,Web,Subscription renewal issue,Customer reports a payment failure and needs urgent help to renew. (Subject: Subscription renewal issue),,0
5192,1047,2025-02-13 14:49:56,2025-02-15 02:52:56,Refund,High,Closed,Web,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Explained refund policy and initiated refund after verification.,5
5193,1060,2025-03-08 00:23:25,2025-03-09 11:57:25,Support,High,Closed,Email,How to change address,Customer asks for steps to complete a common action inside the product. (Subject: How to change address),Answered inquiry and shared relevant help article summary.,5
5194,1100,2025-01-11 06:44:55,2025-01-13 00:35:55,Billing,High,Closed,Phone,Invoice mismatch,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Invoice mismatch),Removed duplicate charge and sent corrected invoice.,5
5195,1091,2024-12-15 20:58:43,2024-12-16 22:51:43,Support,Urgent,Closed,Web,General inquiry,Customer has a general question and requests quick guidance. (Subject: General inquiry),Applied promo code manually and explained eligibility.,3
5196,1010,2025-12-07 19:48:26,2025-12-10 16:18:26,Refund,Low,Closed,Chat,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Explained refund policy and initiated refund after verification.,5
5197,1083,2025-11-26 03:11:15,2025-11-26 23:00:15,Refund,Low,Closed,Phone,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Explained refund policy and initiated refund after verification.,5
5198,1102,2025-04-18 21:18:36,2025-04-19 19:04:36,Technical,Urgent,Closed,Web,Password reset not working,Customer cannot reset password and receives repeated error messages. (Subject: Password reset not working),"Collected logs, filed bug, and provided workaround; customer confirmed working.",3
5199,1144,2025-05-31 15:42:37,2025-06-01 15:06:37,Account,Medium,Closed,Phone,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Canceled subscription and sent confirmation.,5
5200,1147,2024-09-21 15:39:29,2024-09-23 09:37:29,Billing,High,Closed,Chat,Tax/fee clarification,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Tax/fee clarification),Explained fees and provided invoice breakdown.,3
5201,1128,2025-02-28 08:33:56,2025-03-02 01:43:56,Refund,Medium,Closed,Email,Refund not received,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund not received),Provided ETA and confirmation email once refund was approved.,5
5202,1086,2025-02-06 08:47:54,2025-02-06 18:09:54,Billing,Medium,Closed,Email,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),Removed duplicate charge and sent corrected invoice.,2
5203,1113,2025-07-15 01:52:35,2025-07-17 03:14:35,Account,Medium,Closed,Email,Update email request,Customer wants to change account details and requests verification steps. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,5
5204,1058,2024-09-22 10:51:34,2024-09-24 04:07:34,Refund,Urgent,Closed,Email,Refund not received,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund not received),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5205,1042,2024-11-07 19:35:49,2024-11-10 10:20:49,Account,Low,Closed,Chat,Delete account request,Customer says account is locked and needs reactivation. (Subject: Delete account request),Verified identity and updated account details.,3
5206,1026,2025-07-11 09:31:46,2025-07-14 07:47:46,Returns,Medium,Closed,Phone,Return window question,Customer needs a return label and instructions for packaging. (Subject: Return window question),Generated return label and explained return steps and timelines.,2
5207,1147,2024-12-24 19:07:26,2024-12-24 20:34:26,Technical,Low,Closed,Web,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,2
5208,1044,2025-08-30 07:59:48,,Technical,Medium,Open,Web,Login issue,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Login issue),,0
5209,1126,2024-11-06 06:54:52,2024-11-08 09:05:52,Shipping,Medium,Closed,Web,Missing delivery,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Missing delivery),Contacted carrier and shared updated tracking; offered compensation where applicable.,4
5210,1068,2025-02-19 05:27:42,,Billing,Medium,Open,Chat,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),,0
5211,1025,2025-10-22 01:20:27,2025-10-23 07:55:27,Refund,Low,Closed,Web,Refund timeline,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund timeline),Explained refund policy and initiated refund after verification.,5
5212,1122,2025-09-01 10:10:20,2025-09-03 14:07:20,Technical,High,Closed,Email,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),Reset credentials and verified successful login.,5
5213,1147,2024-12-20 00:37:24,2024-12-22 10:48:24,Account,Urgent,Closed,Chat,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Canceled subscription and sent confirmation.,3
5214,1109,2025-01-31 08:02:53,,Refund,Medium,Pending,Phone,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),,0
5215,1018,2025-07-02 03:14:02,2025-07-03 15:47:02,Refund,Medium,Closed,Email,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Provided ETA and confirmation email once refund was approved.,5
5216,1108,2024-12-20 14:38:36,2024-12-21 04:37:36,Refund,Low,Closed,Email,Refund eligibility,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,5
5217,1106,2025-11-14 19:17:09,2025-11-15 00:28:09,Returns,Medium,Closed,Chat,Wrong item received,Customer received the wrong item and requests an exchange/return. (Subject: Wrong item received),Processed exchange request and issued updated shipping label.,5
5218,1103,2026-02-14 20:06:33,2026-02-17 10:04:33,Refund,Medium,Closed,Phone,Refund timeline,Customer reports the refund ETA has passed and wants an update. (Subject: Refund timeline),Explained refund policy and initiated refund after verification.,5
5219,1078,2026-02-10 10:34:01,2026-02-11 16:42:01,Returns,Medium,Closed,Web,Wrong item received,Customer asks about return window and whether an exception is possible. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,5
5220,1023,2025-07-09 18:12:20,2025-07-12 14:07:20,Returns,Medium,Closed,Email,Return window question,Customer received the wrong item and requests an exchange/return. (Subject: Return window question),Generated return label and explained return steps and timelines.,3
5221,1130,2025-11-12 04:49:12,2025-11-13 06:45:12,Billing,High,Closed,Email,Tax/fee clarification,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Tax/fee clarification),Removed duplicate charge and sent corrected invoice.,4
5222,1093,2025-06-09 14:34:39,,Account,Medium,Open,Email,Account locked,Customer says account is locked and needs reactivation. (Subject: Account locked),,0
5223,1008,2025-12-01 21:46:30,2025-12-04 11:23:30,Returns,Medium,Closed,Phone,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,5
5224,1024,2024-10-05 01:33:45,2024-10-06 06:27:45,Returns,Low,Closed,Chat,Wrong item received,Customer received the wrong item and requests an exchange/return. (Subject: Wrong item received),Generated return label and explained return steps and timelines.,4
5225,1105,2025-08-30 17:48:44,,Technical,Medium,Pending,Email,Login issue,Customer encounters an error after login and requests troubleshooting steps. (Subject: Login issue),,0
5226,1065,2026-01-08 17:32:52,2026-01-10 19:26:52,Technical,Medium,Closed,Phone,Password reset not working,Customer encounters an error after login and requests troubleshooting steps. (Subject: Password reset not working),"Collected logs, filed bug, and provided workaround; customer confirmed working.",4
5227,1134,2025-11-24 11:37:49,2025-11-27 06:19:49,Shipping,Urgent,Closed,Phone,Address correction,Customer reports a missing delivery and requests next steps. (Subject: Address correction),Corrected address and re-routed shipment; confirmation sent.,5
5228,1073,2025-09-05 16:15:18,2025-09-07 04:55:18,Returns,Medium,Closed,Phone,Return label request,Customer asks about return window and whether an exception is possible. (Subject: Return label request),Processed exchange request and issued updated shipping label.,5
5229,1077,2025-03-02 03:33:19,,Returns,High,Pending,Web,Return pickup scheduling,Customer received the wrong item and requests an exchange/return. (Subject: Return pickup scheduling),,0
5230,1082,2026-01-18 13:33:07,2026-01-20 03:49:07,Account,High,Closed,Web,Cancel subscription,Customer wants to change account details and requests verification steps. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,2
5231,1147,2025-02-16 05:09:01,2025-02-18 19:07:01,Shipping,Urgent,Closed,Phone,Missing delivery,Customer reports a missing delivery and requests next steps. (Subject: Missing delivery),Initiated investigation for missing delivery and arranged replacement.,5
5232,1143,2025-08-28 03:59:29,2025-08-29 14:45:29,Returns,High,Closed,Chat,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),Approved return exception and scheduled pickup; confirmation sent.,5
5233,1057,2025-07-20 02:10:36,,Billing,Medium,Open,Phone,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),,0
5234,1076,2025-08-27 23:26:14,2025-08-28 09:56:14,Billing,High,Closed,Email,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Resolved payment issue and confirmed successful renewal.,4
5235,1106,2024-12-12 04:40:26,,Refund,Medium,Pending,Web,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),,0
5236,1081,2024-10-29 06:26:05,2024-10-30 05:46:05,Shipping,Medium,Closed,Email,Tracking not updating,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Tracking not updating),Initiated investigation for missing delivery and arranged replacement.,4
5237,1044,2025-09-11 18:22:42,,Technical,High,Open,Chat,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),,0
5238,1112,2025-07-26 17:36:50,,Technical,Medium,Pending,Email,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),,0
5239,1052,2025-05-04 18:29:17,2025-05-07 14:41:17,Account,Low,Closed,Email,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,4
5240,1089,2025-06-21 09:53:56,2025-06-23 02:03:56,Returns,Low,Closed,Email,Return label request,Customer asks about return window and whether an exception is possible. (Subject: Return label request),Approved return exception and scheduled pickup; confirmation sent.,4
5241,1134,2025-07-30 08:06:20,,Technical,Urgent,Pending,Phone,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),,0
5242,1092,2025-07-06 19:45:55,2025-07-08 01:31:55,Account,Urgent,Closed,Chat,Update email request,Customer says account is locked and needs reactivation. (Subject: Update email request),Canceled subscription and sent confirmation.,5
5243,1044,2025-06-14 22:05:37,,Refund,Medium,Pending,Email,Refund not received,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund not received),,0
5244,1013,2024-10-03 23:09:59,2024-10-06 05:37:59,Technical,Medium,Closed,Phone,Login issue,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Login issue),Reset credentials and verified successful login.,3
5245,1003,2026-01-24 01:34:39,2026-01-24 20:00:39,Returns,High,Closed,Email,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),Processed exchange request and issued updated shipping label.,5
5246,1073,2025-09-18 02:31:43,2025-09-19 05:20:43,Refund,Medium,Closed,Chat,Refund not received,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund not received),Provided ETA and confirmation email once refund was approved.,4
5247,1042,2025-02-04 19:41:47,2025-02-07 10:02:47,Refund,Low,Closed,Email,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5248,1147,2024-11-05 11:15:45,,Account,Low,Open,Email,Update email request,Customer wants to change account details and requests verification steps. (Subject: Update email request),,0
5249,1060,2025-03-20 15:38:50,2025-03-21 05:30:50,Billing,Low,Closed,Email,Payment failed,Customer reports a payment failure and needs urgent help to renew. (Subject: Payment failed),Resolved payment issue and confirmed successful renewal.,5
5250,1081,2024-11-09 06:53:59,,Billing,High,Open,Email,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),,0
5251,1044,2025-12-23 11:19:23,2025-12-23 23:42:23,Returns,High,Closed,Chat,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,4
5252,1117,2026-02-14 08:42:48,,Returns,High,Open,Chat,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),,0
5253,1034,2024-12-29 07:20:44,2024-12-31 22:11:44,Account,Medium,Closed,Web,Cancel subscription,Customer requests cancellation and confirmation of subscription status. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,4
5254,1092,2025-09-06 17:15:26,,Technical,Low,Pending,Web,App crash,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: App crash),,0
5255,1012,2024-09-06 02:24:39,2024-09-08 23:13:39,Refund,High,Closed,Chat,Refund timeline,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund timeline),Explained refund policy and initiated refund after verification.,4
5256,1025,2025-09-05 19:49:13,2025-09-07 21:58:13,Billing,High,Closed,Email,Invoice mismatch,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Invoice mismatch),Explained fees and provided invoice breakdown.,5
5257,1130,2025-01-02 23:21:06,2025-01-05 14:41:06,Shipping,Low,Closed,Phone,Address correction,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Address correction),Corrected address and re-routed shipment; confirmation sent.,4
5258,1097,2024-10-27 17:30:31,2024-10-30 03:35:31,Billing,High,Closed,Web,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Removed duplicate charge and sent corrected invoice.,5
5259,1005,2024-09-24 07:57:20,2024-09-24 09:49:20,Refund,Low,Closed,Phone,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),Provided ETA and confirmation email once refund was approved.,4
5260,1117,2024-10-08 15:45:47,,Support,High,Open,Phone,Warranty info,Customer has a general question and requests quick guidance. (Subject: Warranty info),,0
5261,1122,2025-08-13 23:48:59,2025-08-15 04:48:59,Account,Medium,Closed,Phone,Account locked,Customer says account is locked and needs reactivation. (Subject: Account locked),Unlocked account after verification and advised on prevention steps.,4
5262,1028,2025-09-13 23:24:50,2025-09-16 04:30:50,Refund,Medium,Closed,Chat,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5263,1101,2025-05-16 23:32:16,2025-05-19 05:34:16,Returns,Urgent,Closed,Email,Return window question,Customer asks about return window and whether an exception is possible. (Subject: Return window question),Approved return exception and scheduled pickup; confirmation sent.,5
5264,1130,2024-08-30 20:51:33,2024-08-31 04:26:33,Refund,Urgent,Closed,Web,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5265,1045,2024-11-15 22:23:08,2024-11-17 16:55:08,Account,High,Closed,Web,Update email request,Customer says account is locked and needs reactivation. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,5
5266,1071,2025-04-12 23:47:32,2025-04-13 17:55:32,Billing,Medium,Closed,Phone,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),Explained fees and provided invoice breakdown.,5
5267,1142,2025-02-06 09:19:40,2025-02-08 00:02:40,Technical,Medium,Closed,Chat,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),Reset credentials and verified successful login.,5
5268,1046,2024-11-25 03:18:35,2024-11-28 03:48:35,Technical,Medium,Closed,Web,Password reset not working,Customer cannot reset password and receives repeated error messages. (Subject: Password reset not working),Reset credentials and verified successful login.,5
5269,1137,2024-09-06 10:03:34,2024-09-06 14:27:34,Returns,Low,Closed,Email,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,5
5270,1042,2024-12-19 05:37:22,,Support,High,Open,Phone,Warranty info,Customer asks for steps to complete a common action inside the product. (Subject: Warranty info),,0
5271,1139,2024-11-15 02:21:56,2024-11-18 03:16:56,Refund,Low,Closed,Web,Chargeback question,Customer reports the refund ETA has passed and wants an update. (Subject: Chargeback question),Provided ETA and confirmation email once refund was approved.,5
5272,1074,2025-06-19 21:12:56,2025-06-21 14:47:56,Account,Low,Closed,Phone,Cancel subscription,Customer requests cancellation and confirmation of subscription status. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,5
